state_(land),district_(kreis),regional_designation,municipality_name_(gemeindename),municipality_designation,area_km2,population_total,male,female,per_km2,postal_code,longitude,latitude
Hessen,Offenbach,Landkreis,Mainhausen,,17.92,9480,4635,4845,529,63533,"8,994485","50,015014"
Hessen,Offenbach,Landkreis,Mühlheim am Main, Stadt,20.67,29157,14506,14651,1411,63165,"8,835525","50,122715"
Hessen,Offenbach,Landkreis,Neu-Isenburg, Hugenotten- und Waldenserstadt,24.29,37467,18298,19169,1542,63263,"8,6953","50,054636"
Hessen,Offenbach,Landkreis,Obertshausen, Stadt,13.62,25253,12470,12783,1854,63179,"8,848662","50,072108"
Hessen,Offenbach,Landkreis,Rodgau, Stadt,65.04,45099,22226,22873,693,63110,"8,88533","50,024355"
Hessen,Offenbach,Landkreis,Rödermark, Stadt,29.99,28708,14035,14673,957,63322,"8,827442","49,978893"
Hessen,Offenbach,Landkreis,Seligenstadt, Einhardstadt,30.85,21183,10191,10992,687,63500,"8,972603","50,04432"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Aarbergen,,33.97,6219,3061,3158,183,65326,"8,076766","50,24602"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Bad Schwalbach, Kreisstadt,40.27,11575,5677,5898,287,65307,"8,069825","50,140276"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Eltville am Rhein, Stadt,46.77,16997,8224,8773,363,65343,"8,119535","50,024896"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Geisenheim, Hochschulstadt,40.34,11397,5462,5935,283,65366,"7,965681","49,983339"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Heidenrod,,95.93,7401,3716,3685,77,65321,"7,995855","50,212879"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Hohenstein,,63.86,5885,2957,2928,92,65329,"8,09854","50,194814"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Hünstetten,,50.58,10392,5131,5261,205,65510,"8,233802","50,267277"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Idstein, Hochschulstadt,79.76,25865,12487,13378,324,65510,"8,270744","50,220898"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Kiedrich,,12.34,3905,1911,1994,316,65399,"8,085089","50,040883"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Lorch, Stadt,54.43,3918,2002,1916,72,65391,"7,804077","50,0458"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Niedernhausen,,35.29,14431,7178,7253,409,65527,"8,317966","50,161445"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Oestrich-Winkel, Stadt,59.51,11402,5505,5897,192,65375,"8,00726","49,998444"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Rüdesheim am Rhein, Stadt,51.41,9847,4892,4955,192,65385,"7,926648","49,979366"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Schlangenbad,,36.51,6045,3055,2990,166,65388,"8,102652","50,094773"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Taunusstein, Stadt,67.02,30132,14597,15535,450,65232,"8,159175","50,143382"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Waldems,,36.68,5277,2644,2633,144,65529,"8,317029","50,250514"
Hessen,Rheingau-Taunus-Kreis,Landkreis,Walluf,,6.74,5362,2585,2777,796,65396,"8,160766","50,035456"
Hessen,Wetteraukreis,Landkreis,Altenstadt,,30.09,12612,6250,6362,419,63674,"8,945024","50,285831"
Hessen,Wetteraukreis,Landkreis,Bad Nauheim, Stadt,32.54,32819,15454,17365,1009,61231,"8,734962","50,363379"
Hessen,Wetteraukreis,Landkreis,Bad Vilbel, Stadt,25.68,35619,17447,18172,1387,61118,"8,741149","50,180878"
Hessen,Wetteraukreis,Landkreis,Büdingen, Stadt,122.88,22147,10982,11165,180,63654,"9,114105","50,292506"
Hessen,Wetteraukreis,Landkreis,Butzbach, Friedrich-Ludwig-Weidig-Stadt,106.60,26899,13487,13412,252,35510,"8,672123","50,433537"
Hessen,Wetteraukreis,Landkreis,Echzell,,37.65,5471,2687,2784,145,61209,"8,885661","50,39046"
Hessen,Wetteraukreis,Landkreis,Florstadt, Stadt,39.60,9081,4484,4597,229,61197,"8,861417","50,318669"
Hessen,Wetteraukreis,Landkreis,Friedberg (Hessen), Kreisstadt,50.18,29724,15009,14715,592,61169,"8,754091","50,33776"
Hessen,Wetteraukreis,Landkreis,Gedern, Stadt,75.24,6785,3437,3348,90,63688,"9,19793","50,424404"
Hessen,Wetteraukreis,Landkreis,Glauburg,,12.67,3042,1501,1541,240,63695,"9,017487","50,324623"
Hessen,Wetteraukreis,Landkreis,Hirzenhain,,16.11,2770,1356,1414,172,63697,"9,135835","50,390853"
Hessen,Wetteraukreis,Landkreis,Karben, Stadt,43.94,22574,11150,11424,514,61184,"8,773103","50,230102"
Hessen,Wetteraukreis,Landkreis,Kefenrod,,30.67,2674,1324,1350,87,63699,"9,210801","50,345008"
Hessen,Wetteraukreis,Landkreis,Limeshain,,12.50,5653,2794,2859,452,63694,"8,972786","50,260907"
Hessen,Wetteraukreis,Landkreis,Münzenberg, Stadt,31.63,5722,2785,2937,181,35516,"8,777495","50,45595"
Hessen,Wetteraukreis,Landkreis,Nidda, Stadt,118.33,17302,8656,8646,146,63667,"9,006592","50,413675"
Hessen,Wetteraukreis,Landkreis,Niddatal, Stadt,40.25,9989,4930,5059,248,61194,"8,815266","50,29758"
Hessen,Wetteraukreis,Landkreis,Ober-Mörlen,,37.65,5715,2807,2908,152,61239,"8,694519","50,373047"
Hessen,Wetteraukreis,Landkreis,Ortenberg, Stadt,54.70,8517,4241,4276,156,63683,"9,054158","50,35609"
Hessen,Wetteraukreis,Landkreis,Ranstadt,,34.26,5340,2626,2714,156,63691,"8,98571","50,358046"
Hessen,Wetteraukreis,Landkreis,Reichelsheim (Wetterau), Stadt,27.56,6922,3418,3504,251,61203,"8,874689","50,358447"
Hessen,Wetteraukreis,Landkreis,Rockenberg,,16.14,4174,2099,2075,259,35519,"8,735182","50,429875"
Hessen,Wetteraukreis,Landkreis,Rosbach v. d. Höhe, Stadt,45.33,13097,6440,6657,289,61191,"8,692481","50,304532"
Hessen,Wetteraukreis,Landkreis,Wölfersheim,,43.11,9449,4652,4797,219,61200,"8,812984","50,398525"
Hessen,Wetteraukreis,Landkreis,Wöllstadt,,15.38,6608,3329,3279,430,61206,"8,77073","50,279143"
Hessen,Gießen,Landkreis,Allendorf (Lumda), Stadt,22.05,3796,1914,1882,172,35469,"8,822783","50,677705"
Hessen,Gießen,Landkreis,Biebertal,,43.94,9890,4845,5045,225,35444,"8,597507","50,619052"
Hessen,Gießen,Landkreis,Buseck,,38.61,12492,6107,6385,324,35418,"8,788294","50,608968"
Hessen,Gießen,Landkreis,Fernwald,,21.57,7035,3462,3573,326,35463,"8,778451","50,550186"
Hessen,Gießen,Landkreis,Gießen, Universitätsstadt,72.61,88933,43926,45007,1225,35390,"8,674877","50,586195"
Hessen,Gießen,Landkreis,Grünberg, Stadt,89.22,13725,6694,7031,154,35305,"8,959065","50,592526"
Hessen,Gießen,Landkreis,Heuchelheim a. d. Lahn,,10.58,7765,3856,3909,734,35452,"8,631242","50,582394"
Hessen,Gießen,Landkreis,Hungen, Stadt,86.78,12732,6278,6454,147,35410,"8,901404","50,475592"
Hessen,Gießen,Landkreis,Langgöns,,52.53,10998,5463,5535,209,35428,"8,660092","50,497561"
Hessen,Gießen,Landkreis,Laubach, Stadt,97.01,9844,4825,5019,101,35321,"8,99015","50,542551"
Hessen,Gießen,Landkreis,Lich, Stadt,77.61,14130,6854,7276,182,35423,"8,81911","50,519349"
Hessen,Gießen,Landkreis,Linden, Stadt,22.77,13205,6534,6671,580,35440,"8,652659","50,530078"
Hessen,Gießen,Landkreis,Lollar, Stadt,21.39,10181,5003,5178,476,35457,"8,705492","50,650039"
Hessen,Gießen,Landkreis,Pohlheim, Stadt,38.00,17699,8661,9038,466,35415,"8,716165","50,534353"
Hessen,Gießen,Landkreis,Rabenau,,43.40,4892,2445,2447,113,35466,"8,861779","50,674571"
Hessen,Gießen,Landkreis,Reiskirchen,,44.99,10379,5084,5295,231,35447,"8,832437","50,595897"
Hessen,Gießen,Landkreis,Staufenberg, Stadt,28.58,8355,4166,4189,292,35460,"8,732286","50,659884"
Hessen,Gießen,Landkreis,Wettenberg,,42.92,12090,5831,6259,282,35435,"8,635015","50,621103"
Hessen,Lahn-Dill-Kreis,Landkreis,Aßlar, Stadt,43.57,14541,7190,7351,334,35614,"8,464722","50,5893"
Hessen,Lahn-Dill-Kreis,Landkreis,Bischoffen,,35.37,3225,1655,1570,91,35649,"8,448298","50,705583"
Hessen,Lahn-Dill-Kreis,Landkreis,Braunfels, Stadt,47.28,11028,5270,5758,233,35619,"8,38959","50,514702"
Hessen,Lahn-Dill-Kreis,Landkreis,Breitscheid,,31.71,4530,2295,2235,143,35767,"8,188855","50,684661"
Hessen,Lahn-Dill-Kreis,Landkreis,Dietzhölztal,,37.47,5449,2719,2730,145,35716,"8,315583","50,832704"
Hessen,Lahn-Dill-Kreis,Landkreis,Dillenburg, Oranienstadt,83.76,23028,11464,11564,275,35683,"8,287324","50,739424"
Hessen,Lahn-Dill-Kreis,Landkreis,Driedorf,,47.56,5070,2542,2528,107,35759,"8,185288","50,63466"
Hessen,Lahn-Dill-Kreis,Landkreis,Ehringshausen,,45.43,9416,4672,4744,207,35630,"8,381612","50,596447"
Hessen,Lahn-Dill-Kreis,Landkreis,Eschenburg,,45.78,9894,5005,4889,216,35713,"8,337467","50,813851"
Hessen,Lahn-Dill-Kreis,Landkreis,Greifenstein,,67.40,6573,3232,3341,98,35753,"8,291417","50,62267"
Hessen,Lahn-Dill-Kreis,Landkreis,Haiger, Stadt,106.73,19210,9617,9593,180,35708,"8,204719","50,742898"
Hessen,Lahn-Dill-Kreis,Landkreis,Herborn, Stadt,63.76,20367,10047,10320,319,35745,"8,302982","50,682575"
Hessen,Lahn-Dill-Kreis,Landkreis,Hohenahr,,45.71,4846,2477,2369,106,35644,"8,525823","50,67496"
Hessen,Lahn-Dill-Kreis,Landkreis,Hüttenberg,,40.74,10676,5258,5418,262,35625,"8,57712","50,520459"
Hessen,Lahn-Dill-Kreis,Landkreis,Lahnau,,23.94,8213,4028,4185,343,35633,"8,565071","50,576168"
Hessen,Lahn-Dill-Kreis,Landkreis,Leun, Stadt,28.66,5732,2842,2890,200,35638,"8,357168","50,549638"
Hessen,Lahn-Dill-Kreis,Landkreis,Mittenaar,,35.14,4667,2306,2361,133,35756,"8,379217","50,692135"
Hessen,Lahn-Dill-Kreis,Landkreis,Schöffengrund,,34.11,6601,3205,3396,194,35641,"8,471066","50,496449"
Hessen,Lahn-Dill-Kreis,Landkreis,Siegbach,,29.03,2532,1259,1273,87,35768,"8,417402","50,734708"
Hessen,Lahn-Dill-Kreis,Landkreis,Sinn,,18.73,6506,3217,3289,347,35764,"8,33121","50,652878"
Hessen,Lahn-Dill-Kreis,Landkreis,Solms, Stadt,34.02,13507,6715,6792,397,35606,"8,405659","50,538809"
Hessen,Lahn-Dill-Kreis,Landkreis,Waldsolms,,44.75,4669,2307,2362,104,35647,"8,494888","50,433995"
Hessen,Lahn-Dill-Kreis,Landkreis,Wetzlar, Stadt,75.65,54164,26406,27758,716,35578,"8,501069","50,554439"
Hessen,Limburg-Weilburg,Landkreis,Beselich,,31.54,5727,2861,2866,182,65614,"8,122274","50,456832"
Hessen,Limburg-Weilburg,Landkreis,Brechen,,24.86,6313,3073,3240,254,65611,"8,164031","50,36549"
Hessen,Limburg-Weilburg,Landkreis,Bad Camberg, Stadt,54.60,14324,6961,7363,262,65520,"8,265932","50,29812"
Hessen,Limburg-Weilburg,Landkreis,Dornburg,,33.23,8461,4185,4276,255,65599,"8,024181","50,503919"
Hessen,Limburg-Weilburg,Landkreis,Elbtal,,11.11,2426,1214,1212,218,65627,"8,064857","50,504848"
Hessen,Limburg-Weilburg,Landkreis,Elz,,16.86,8088,3933,4155,480,65604,"8,035806","50,413548"
Hessen,Limburg-Weilburg,Landkreis,Hadamar, Stadt,40.99,13122,6681,6441,320,65589,"8,045892","50,44863"
Hessen,Limburg-Weilburg,Landkreis,Hünfelden,,62.69,9886,4867,5019,158,65597,"8,161342","50,30926"
Hessen,Limburg-Weilburg,Landkreis,Limburg a. d. Lahn, Kreisstadt,45.16,35980,17737,18243,797,65549,"8,064098","50,387254"
Hessen,Limburg-Weilburg,Landkreis,Löhnberg,,33.84,4690,2278,2412,139,35792,"8,270058","50,511288"
Hessen,Limburg-Weilburg,Landkreis,Mengerskirchen, Marktflecken,30.82,5672,2833,2839,184,35794,"8,154369","50,564589"
Hessen,Limburg-Weilburg,Landkreis,Merenberg, Marktflecken,23.09,3303,1630,1673,143,35799,"8,191667","50,508115"
Hessen,Limburg-Weilburg,Landkreis,Runkel, Stadt,43.71,9534,4774,4760,218,65594,"8,156881","50,405383"
Hessen,Limburg-Weilburg,Landkreis,Selters (Taunus),,40.47,8279,4242,4037,205,65618,"8,224892","50,33486"
Hessen,Limburg-Weilburg,Landkreis,Villmar, Marktflecken,43.10,6685,3299,3386,155,65606,"8,190289","50,390548"
Hessen,Limburg-Weilburg,Landkreis,Waldbrunn (Westerwald),,29.77,5875,2937,2938,197,65620,"8,091974","50,507858"
Hessen,Limburg-Weilburg,Landkreis,Weilburg, Stadt,57.51,13038,6523,6515,227,35781,"8,263871","50,484433"
Hessen,Limburg-Weilburg,Landkreis,Weilmünster, Marktflecken,77.42,8700,4294,4406,112,35789,"8,376585","50,432368"
Hessen,Limburg-Weilburg,Landkreis,Weinbach,,37.67,4178,2048,2130,111,35796,"8,292563","50,438384"
Hessen,Marburg-Biedenkopf,Landkreis,Amöneburg, Stadt,43.90,4956,2473,2483,113,35287,"8,924741","50,796985"
Hessen,Marburg-Biedenkopf,Landkreis,Angelburg,,16.73,3432,1788,1644,205,35719,"8,449582","50,824158"
Hessen,Marburg-Biedenkopf,Landkreis,Bad Endbach,,39.85,7845,3856,3989,197,35080,"8,495525","50,753161"
Hessen,Marburg-Biedenkopf,Landkreis,Biedenkopf, Stadt,90.31,13087,6488,6599,145,35216,"8,531086","50,910424"
Hessen,Marburg-Biedenkopf,Landkreis,Breidenbach,,44.83,6750,3409,3341,151,35236,"8,454202","50,88686"
Hessen,Marburg-Biedenkopf,Landkreis,Cölbe,,26.68,6530,3191,3339,245,35091,"8,783993","50,849612"
Hessen,Marburg-Biedenkopf,Landkreis,Dautphetal,,72.02,11405,5670,5735,158,35232,"8,542378","50,858244"
Hessen,Marburg-Biedenkopf,Landkreis,Ebsdorfergrund,,72.87,9077,4452,4625,125,35085,"8,857172","50,727847"
Hessen,Marburg-Biedenkopf,Landkreis,Fronhausen,,27.87,4109,1993,2116,147,35112,"8,694672","50,704273"
Hessen,Marburg-Biedenkopf,Landkreis,Gladenbach, Stadt,72.28,12520,6269,6251,173,35075,"8,581836","50,769827"
Hessen,Marburg-Biedenkopf,Landkreis,Kirchhain, Stadt,90.95,16371,7986,8385,180,35274,"8,921032","50,820738"
Hessen,Marburg-Biedenkopf,Landkreis,Lahntal,,40.50,6991,3510,3481,173,35094,"8,70517","50,862656"
Hessen,Marburg-Biedenkopf,Landkreis,Lohra,,49.16,5834,2880,2954,119,35102,"8,630554","50,735887"
Hessen,Marburg-Biedenkopf,Landkreis,Marburg, Universitätsstadt,123.91,73704,34883,38821,595,35037,"8,769147","50,809004"
Hessen,Marburg-Biedenkopf,Landkreis,Münchhausen,,41.54,3257,1633,1624,78,35117,"8,716153","50,960477"
Hessen,Marburg-Biedenkopf,Landkreis,Neustadt (Hessen), Stadt,56.86,9166,4735,4431,161,35279,"9,114982","50,852589"
Hessen,Marburg-Biedenkopf,Landkreis,Rauschenberg, Stadt,67.32,4492,2247,2245,67,35282,"8,914798","50,883471"
Hessen,Marburg-Biedenkopf,Landkreis,Stadtallendorf, Stadt,78.24,21407,10661,10746,274,35260,"9,016816","50,828131"
Hessen,Marburg-Biedenkopf,Landkreis,Steffenberg,,24.30,3835,1968,1867,158,35239,"8,474745","50,838291"
Hessen,Marburg-Biedenkopf,Landkreis,Weimar (Lahn),,47.05,7225,3527,3698,154,35096,"8,732208","50,759254"
Hessen,Marburg-Biedenkopf,Landkreis,Wetter (Hessen), Stadt,104.53,8927,4480,4447,85,35083,"8,723954","50,903328"
Hessen,Marburg-Biedenkopf,Landkreis,Wohratal,,30.67,2173,1117,1056,71,35288,"8,946874","50,933473"
Hessen,Vogelsbergkreis,Landkreis,Alsfeld, Stadt,129.71,15500,7659,7841,119,36304,"9,271415","50,751031"
Hessen,Vogelsbergkreis,Landkreis,Antrifttal,,26.59,1759,876,883,66,36326,"9,184625","50,795858"
Hessen,Vogelsbergkreis,Landkreis,Feldatal,,55.69,2225,1093,1132,40,36325,"9,172132","50,650387"
Hessen,Vogelsbergkreis,Landkreis,Freiensteinau,,65.66,2974,1490,1484,45,36399,"9,403038","50,424409"
Hessen,Vogelsbergkreis,Landkreis,Gemünden (Felda),,55.00,2690,1348,1342,49,35329,"9,037306","50,680649"
Hessen,Vogelsbergkreis,Landkreis,Grebenau, Stadt,55.34,2301,1143,1158,42,36323,"9,474834","50,743167"
Hessen,Vogelsbergkreis,Landkreis,Grebenhain,,91.62,4394,2148,2246,48,36355,"9,334831","50,488683"
Hessen,Vogelsbergkreis,Landkreis,Herbstein, Stadt,79.98,4564,2328,2236,57,36358,"9,348731","50,562502"
Hessen,Vogelsbergkreis,Landkreis,Homberg (Ohm), Stadt,88.04,6945,3499,3446,79,35315,"8,997428","50,728382"
Hessen,Vogelsbergkreis,Landkreis,Kirtorf, Stadt,79.91,3063,1504,1559,38,36320,"9,105878","50,768346"
Hessen,Vogelsbergkreis,Landkreis,Lauterbach (Hessen), Kreisstadt,101.98,13033,6345,6688,128,36341,"9,397967","50,635729"
Hessen,Vogelsbergkreis,Landkreis,Lautertal (Vogelsberg),,53.60,2238,1140,1098,42,36369,"9,287998","50,587069"
Hessen,Vogelsbergkreis,Landkreis,Mücke,,86.23,9282,4596,4686,108,35325,"9,026362","50,624727"
Hessen,Vogelsbergkreis,Landkreis,Romrod, Stadt,54.43,2557,1233,1324,47,36329,"9,220618","50,714722"
Hessen,Vogelsbergkreis,Landkreis,Schlitz, Stadt,142.06,9308,4599,4709,66,36110,"9,558584","50,675319"
Hessen,Vogelsbergkreis,Landkreis,Schotten, Stadt,133.56,9693,4836,4857,73,63679,"9,124329","50,502258"
Hessen,Vogelsbergkreis,Landkreis,Schwalmtal,,54.36,2755,1374,1381,51,36318,"9,326545","50,696937"
Hessen,Vogelsbergkreis,Landkreis,Ulrichstein, Stadt,65.61,2766,1354,1412,42,35327,"9,192283","50,576648"
Hessen,Vogelsbergkreis,Landkreis,Wartenberg,,39.54,3447,1725,1722,87,36367,"9,445073","50,62744"
Hessen,"Kassel, documenta-Stadt",Kreisfreie Stadt,Kassel, documenta-Stadt,106.79,197065,95796,101269,1845,34117,"9,495199","51,314684"
Hessen,Fulda,Landkreis,Bad Salzschlirf,,13.06,3576,1672,1904,274,36364,"9,509294","50,623014"
Hessen,Fulda,Landkreis,Burghaun, Marktgemeinde,65.04,6382,3203,3179,98,36151,"9,726797","50,697783"
Hessen,Fulda,Landkreis,Dipperz,,30.04,3617,1813,1804,120,36160,"9,796971","50,543276"
Hessen,Fulda,Landkreis,Ebersburg,,37.05,4662,2348,2314,126,36157,"9,79223","50,453043"
Hessen,Fulda,Landkreis,Ehrenberg (Rhön),,40.84,2583,1310,1273,63,36115,"10,004724","50,500104"
Hessen,Fulda,Landkreis,Eichenzell,,55.99,11790,5910,5880,211,36124,"9,69744","50,493515"
Hessen,Fulda,Landkreis,Eiterfeld, Marktgemeinde,89.83,7015,3503,3512,78,36132,"9,798801","50,762532"
Hessen,Fulda,Landkreis,Flieden,,49.65,8630,4363,4267,174,36103,"9,566496","50,423953"
Hessen,Fulda,Landkreis,Fulda, Stadt,104.05,65735,32429,33306,632,36037,"9,675061","50,55323"
Hessen,Fulda,Landkreis,Gersfeld (Rhön), Stadt,89.34,5310,2617,2693,59,36129,"9,920598","50,45036"
Hessen,Fulda,Landkreis,Großenlüder,,73.93,8701,4338,4363,118,36137,"9,540875","50,589482"
Hessen,Fulda,Landkreis,Hilders, Marktgemeinde,70.37,4835,2402,2433,69,36115,"10,002214","50,572246"
Hessen,Fulda,Landkreis,Hofbieber,,87.26,6305,3151,3154,72,36145,"9,837891","50,587183"
Hessen,Fulda,Landkreis,Hosenfeld,,50.73,4587,2298,2289,90,36154,"9,479489","50,505073"
Hessen,Fulda,Landkreis,Hünfeld, Konrad-Zuse-Stadt,119.75,16942,8643,8299,141,36088,"9,769026","50,672895"
Hessen,Fulda,Landkreis,Kalbach,,70.63,6488,3292,3196,92,36148,"9,640881","50,423848"
Hessen,Fulda,Landkreis,Künzell,,30.28,16974,8245,8729,561,36093,"9,706209","50,538819"
Hessen,Fulda,Landkreis,Neuhof,,90.28,10852,5434,5418,120,36119,"9,623894","50,44985"
Hessen,Fulda,Landkreis,Nüsttal,,45.49,2853,1464,1389,63,36167,"9,845847","50,637007"
Hessen,Fulda,Landkreis,Petersberg,,35.51,15979,7826,8153,450,36100,"9,711846","50,557878"
Hessen,Fulda,Landkreis,Poppenhausen (Wasserkuppe),,40.77,2735,1358,1377,67,36163,"9,869238","50,489438"
Hessen,Fulda,Landkreis,Rasdorf, Point-Alpha-Gemeinde,30.08,1601,829,772,53,36169,"9,897742","50,719548"
Hessen,Fulda,Landkreis,Tann (Rhön), Stadt,60.45,4536,2311,2225,75,36142,"10,023386","50,643742"
Hessen,Hersfeld-Rotenburg,Landkreis,Alheim,,63.84,4813,2433,2380,75,36211,"9,66857","51,024756"
Hessen,Hersfeld-Rotenburg,Landkreis,Bad Hersfeld, Kreisstadt,73.87,30857,15114,15743,418,36251,"9,706008","50,867805"
Hessen,Hersfeld-Rotenburg,Landkreis,Bebra, Stadt,93.71,13053,6414,6639,139,36179,"9,794171","50,970041"
Hessen,Hersfeld-Rotenburg,Landkreis,Breitenbach a. Herzberg,,42.43,1683,911,772,40,36287,"9,514424","50,7763"
Hessen,Hersfeld-Rotenburg,Landkreis,Cornberg,,23.36,1282,653,629,55,36219,"9,862856","51,042677"
Hessen,Hersfeld-Rotenburg,Landkreis,Friedewald,,39.64,2661,1364,1297,67,36289,"9,856377","50,882439"
Hessen,Hersfeld-Rotenburg,Landkreis,Hauneck,,17.75,3106,1558,1548,175,36282,"9,722458","50,835037"
Hessen,Hersfeld-Rotenburg,Landkreis,Haunetal,,54.94,2791,1417,1374,51,36166,"9,694067","50,768555"
Hessen,Hersfeld-Rotenburg,Landkreis,Heringen (Werra), Stadt,61.20,6748,3361,3387,110,36266,"10,007553","50,888153"
Hessen,Hersfeld-Rotenburg,Landkreis,Hohenroda,,35.77,3029,1561,1468,85,36284,"9,914097","50,782922"
Hessen,Hersfeld-Rotenburg,Landkreis,Kirchheim,,50.61,3672,1915,1757,73,36275,"9,57383","50,841316"
Hessen,Hersfeld-Rotenburg,Landkreis,Ludwigsau,,112.05,5434,2678,2756,48,36251,"9,745033","50,901798"
Hessen,Hersfeld-Rotenburg,Landkreis,Nentershausen,,57.05,2406,1182,1224,42,36214,"9,933261","51,013774"
Hessen,Hersfeld-Rotenburg,Landkreis,Neuenstein,,64.80,3039,1615,1424,47,36286,"9,570654","50,917119"
Hessen,Hersfeld-Rotenburg,Landkreis,Niederaula, Marktgemeinde,64.16,5189,2608,2581,81,36272,"9,605239","50,800576"
Hessen,Hersfeld-Rotenburg,Landkreis,Philippsthal (Werra), Marktgemeinde,21.31,3958,2019,1939,186,36269,"10,004879","50,842335"
Hessen,Hersfeld-Rotenburg,Landkreis,Ronshausen,,37.63,2309,1129,1180,61,36217,"9,859555","50,947739"
Hessen,Hersfeld-Rotenburg,Landkreis,Rotenburg a. d. Fulda, Stadt,79.97,12933,6292,6641,162,36199,"9,724701","50,996422"
Hessen,Hersfeld-Rotenburg,Landkreis,Schenklengsfeld,,63.75,4250,2109,2141,67,36277,"9,845903","50,819098"
Hessen,Hersfeld-Rotenburg,Landkreis,Wildeck,,39.93,4797,2358,2439,120,36208,"10,032108","50,950096"
Hessen,Kassel,Landkreis,Ahnatal,,18.03,7535,3592,3943,418,34292,"9,393523","51,366434"
Hessen,Kassel,Landkreis,Bad Karlshafen, Stadt,14.85,3408,1697,1711,229,34385,"9,453624","51,643844"
Hessen,Kassel,Landkreis,Baunatal, Stadt,38.27,27811,13385,14426,727,34225,"9,415659","51,254184"
Hessen,Kassel,Landkreis,Breuna,,40.50,3363,1699,1664,83,34479,"9,185123","51,41625"
Hessen,Kassel,Landkreis,Calden,,54.85,6886,3426,3460,126,34379,"9,400742","51,409628"
Hessen,Kassel,Landkreis,Bad Emstal,,38.68,5608,2817,2791,145,34308,"9,260599","51,243864"
Hessen,Kassel,Landkreis,Espenau,,13.60,5083,2488,2595,374,34314,"9,472579","51,399939"
Hessen,Kassel,Landkreis,Fuldabrück,,17.86,8514,4214,4300,477,34277,"9,495422","51,228045"
Hessen,Kassel,Landkreis,Fuldatal,,33.67,12477,6197,6280,371,34233,"9,526295","51,350127"
Hessen,Kassel,Landkreis,Grebenstein, Stadt,49.84,5302,2631,2671,106,34393,"9,414625","51,446845"
Hessen,Kassel,Landkreis,Habichtswald,,28.21,5179,2538,2641,184,34317,"9,310504","51,32613"
Hessen,Kassel,Landkreis,Helsa,,25.76,5337,2624,2713,207,34298,"9,686204","51,257311"
Hessen,Kassel,Landkreis,Hofgeismar, Stadt,86.37,14551,7086,7465,168,34369,"9,383496","51,494179"
Hessen,Kassel,Landkreis,Immenhausen, Stadt,28.54,7024,3461,3563,246,34376,"9,480087","51,427223"
Hessen,Kassel,Landkreis,Kaufungen,,26.15,12829,6207,6622,491,34260,"9,633789","51,282759"
Hessen,Kassel,Landkreis,Liebenau, Stadt,48.88,2924,1413,1511,60,34396,"9,283728","51,494423"
Hessen,Kassel,Landkreis,Lohfelden,,16.58,13837,6681,7156,835,34253,"9,543946","51,277383"
Hessen,Kassel,Landkreis,Naumburg, Stadt,66.32,4962,2449,2513,75,34311,"9,164889","51,247294"
Hessen,Kassel,Landkreis,Nieste,,4.06,1971,980,991,485,34329,"9,671331","51,313325"
Hessen,Kassel,Landkreis,Niestetal,,22.16,11061,5378,5683,499,34266,"9,546625","51,320368"
Hessen,Kassel,Landkreis,Reinhardshagen,,12.99,4256,2136,2120,328,34359,"9,602696","51,493695"
Hessen,Kassel,Landkreis,Schauenburg,,30.87,10326,5100,5226,334,34270,"9,342869","51,282921"
Hessen,Kassel,Landkreis,Söhrewald,,58.96,4536,2268,2268,77,34320,"9,571642","51,237537"
Hessen,Kassel,Landkreis,Trendelburg, Stadt,69.37,4778,2366,2412,69,34388,"9,430291","51,575491"
Hessen,Kassel,Landkreis,Vellmar, Stadt,13.97,17708,8438,9270,1268,34246,"9,478272","51,355424"
Hessen,Kassel,Landkreis,Wolfhagen, Hans-Staden-Stadt,112.29,12602,6221,6381,112,34466,"9,169659","51,326016"
