Gemeinde;Gemeindename;Erststimmen;AfD - Erststimmen;%AFD
136;Gerbrunn;4295;474;11.036088474970896
136;Grafenrheinfeld;2372;411;17.327150084317033
136;Gundelfingen a.d.Donau, St;4553;1001;21.985504063254997
136;Gundremmingen;923;234;25.35211267605634
136;Gunzenhausen, St;10251;2156;21.032094429811725
136;Helmbrechts, St;5414;1368;25.267824159586258
136;Hennigsdorf, Stadt;16264;5256;32.316773241515
136;Hollstadt;1028;0;0.0
136;Kirchdorf a.d.Amper;2148;316;14.711359404096834
136;Kleinostheim;5122;943;18.410777040218665
136;Kronsgaard;132;17;12.878787878787879
136;Kümmersbruck;6571;1504;22.88844924669
136;Leidersbach;3199;742;23.194748358862146
136;Mainleus, M;4187;988;23.59684738476236
136;Mammendorf;3174;487;15.34341524889729
136;Marktredwitz, GKSt;9886;2721;27.523770989277768
136;Neureichenau;2872;962;33.4958217270195
136;Nüdlingen;2648;0;0.0
136;Obersöchering;1107;173;15.627822944896115
136;Ottobrunn;12295;1297;10.5490036600244
136;Petershausen;4045;642;15.871446229913474
136;Polling;2289;529;23.110528615115772
136;Rickert;555;87;15.675675675675675
136;Rosenthal am Rennsteig;2650;1300;49.056603773584904
136;Siedenbrünzow;239;141;58.99581589958159
136;Teldau;408;157;38.48039215686274
136;Tinningstedt;114;22;19.29824561403509
136;Trassem;313;58;18.53035143769968
136;Ueckermünde, Seebad , Stadt;5290;2514;47.523629489603024
136;Wallgau;1003;182;18.14556331006979
136;Warngau;2583;492;19.047619047619047
136;Weisel;406;78;19.211822660098523
136;Wrohm;395;85;21.518987341772153
136;Zeltingen-Rachtig;567;89;15.696649029982364
136;Ziethen;623;125;20.064205457463885
137;Aying;3433;537;15.642295368482378
137;Bad Kötzting, St;4696;1220;25.979557069846678
137;Dombühl, M;1062;303;28.531073446327685
137;Emersacker;960;257;26.770833333333332
137;Ettringen;2220;519;23.37837837837838
137;Friedland, Stadt;2109;906;42.95874822190612
137;Geroldshausen;945;150;15.873015873015873
137;Großkarolinenfeld;4879;944;19.348227095716336
137;Gundelsheim;2395;483;20.167014613778704
137;Hasloch;777;152;19.562419562419564
137;Haunsheim;1103;283;25.657298277425205
137;Hetzles;1020;147;14.411764705882353
137;Illerkirchberg;3175;546;17.19685039370079
137;Issigau;706;177;25.070821529745043
137;Kalchreuth;2234;274;12.264995523724261
137;Kelheim, St;9490;2146;22.61327713382508
137;Kinding, M;1749;267;15.265866209262436
137;Kranzberg;2824;401;14.19971671388102
137;Langballig;806;101;12.531017369727047
137;Leonberg;750;168;22.4
137;Manching, M;6968;1659;23.808840413318027
137;Mittelstetten;1160;228;19.655172413793103
137;Moosbach, M;1679;444;26.444312090530076
137;Münsing;2946;330;11.201629327902241
137;Nordermeldorf;315;61;19.365079365079364
137;Obernzell, M;2255;475;21.06430155210643
137;Pfaffenhofen a.d.Glonn;1406;288;20.483641536273115
137;Pittenhart;1273;228;17.91044776119403
137;Pöcking;3615;377;10.428769017980636
137;Rednitzhembach;4886;905;18.522308636921817
137;Rettenberg;3164;424;13.400758533501897
137;Rieseby;1332;249;18.693693693693692
137;Rott;1186;251;21.163575042158516
137;Sankt Wolfgang;2956;512;17.320703653585927
137;Sietow;328;132;40.24390243902439
137;Steinhöring;2609;438;16.788041395170563
137;Trierweiler;1198;194;16.19365609348915
137;Usedom, Stadt;662;402;60.725075528700906
137;Wallersdorf, M;4369;1146;26.230258640421148
137;Welterod;207;43;20.77294685990338
137;Weyarn;2568;465;18.10747663551402
137;Winhöring;3179;706;22.208241585404217
137;Wittighausen;1158;225;19.430051813471504
137;Wolsfeld;313;57;18.210862619808307
138;Ahorn;1591;380;23.884349465744815
138;Ehingen a.Ries;546;98;17.94871794871795
138;Fichtelberg;1211;294;24.277456647398843
138;Giebelstadt, M;3363;710;21.11210228962236
138;Grettstadt;2906;678;23.331039229181005
138;Gstadt a.Chiemsee;763;112;14.678899082568808
138;Günzach;916;202;22.05240174672489
138;Haundorf;1889;431;22.81630492323981
138;Hiltpoltstein, M;1111;220;19.801980198019802
138;Itzgrund;1705;360;21.114369501466275
138;Kipfenberg, M;3542;730;20.609824957651046
138;Krombach;1410;303;21.48936170212766
138;Lam, M;1685;474;28.130563798219583
138;Langenbach;2580;479;18.565891472868216
138;Langenfeld;764;184;24.083769633507853
138;Langstedt;516;84;16.27906976744186
138;Lauf a.d.Pegnitz, St;16635;2390;14.367297865945297
138;Marktleugast, M;2116;508;24.00756143667297
138;Moorenweis;2883;491;17.030870620881025
138;Nagel;1217;406;33.3607230895645
138;Niederalteich;1126;217;19.27175843694494
138;Oberleichtersbach;1486;0;0.0
138;Ortenburg, M;4813;1154;23.976729690421774
138;Perlesreut, M;1883;452;24.004248539564525
138;Pfarrkirchen, St;6990;1482;21.201716738197426
138;Planegg;6462;683;10.569483132157227
138;Pähl;1774;262;14.768883878241263
138;Rattenkirchen;739;200;27.06359945872801
138;Regen, St;6591;1959;29.7223486572599
138;Rodenbek;270;38;14.074074074074074
138;Scheuring;1326;257;19.381598793363498
138;Schnorbach;128;29;22.65625
138;Silz;163;65;39.877300613496935
138;Staig;2159;401;18.57341361741547
138;Steinkirchen;946;213;22.51585623678647
138;Tensbüttel-Röst;358;63;17.59776536312849
138;Tessin b. Boizenburg;237;118;49.78902953586498
138;Tönning, Stadt;2182;481;22.043996333638862
138;Viereck;544;296;54.411764705882355
138;Weyer;212;37;17.452830188679247
139;Dürrwangen, M;1701;424;24.926513815402704
139;Elchingen;6055;941;15.540875309661438
139;Fellheim;673;157;23.328380386329865
139;Gefrees, St;2873;631;21.963104768534635
139;Gädheim;889;0;0.0
139;Halfing;1754;331;18.87115165336374
139;Heroldstatt;1946;437;22.456320657759505
139;Hunderdorf;2188;565;25.822669104204753
139;Höchstädt a.d.Donau, St;3882;1162;29.933024214322515
139;Iphofen, St;3332;524;15.726290516206483
139;Irsee, M;1094;157;14.351005484460694
139;Karlshuld;3906;975;24.961597542242703
139;Kirchdorf;609;116;19.047619047619047
139;Kösching, M;6145;1172;19.072416598860862
139;Lauda-Königshofen, Stadt;8695;1695;19.493962047153538
139;Laufach;3338;668;20.011983223487118
139;Leinburg;4846;880;18.159306644655384
139;Lichtenfels, St;12193;2785;22.84097432953334
139;Lonnerstadt, M;1429;317;22.18334499650105
139;Marktschorgast, M;970;228;23.50515463917526
139;Miltenberg, St;5442;1119;20.562293274531424
139;Mähring, M;1282;294;22.932917316692667
139;Münchsmünster;2041;600;29.39735423811857
139;Neustadt a.d.Waldnaab, St;3626;846;23.33149476006619
139;Oberpöring;811;205;25.27743526510481
139;Oberthulba, M;3430;0;0.0
139;Peißenberg, M;8054;1500;18.62428606903402
139;Philippsreut;427;133;31.147540983606557
139;Postmünster;1605;296;18.442367601246104
139;Pullach i.Isartal;5610;396;7.0588235294117645
139;Rechtmehring;1412;239;16.926345609065155
139;Reit im Winkl;1446;197;13.623789764868603
139;Rinchnach;2158;727;33.68860055607043
139;Rumohr;484;79;16.322314049586776
139;Schondorf am Ammersee;2655;229;8.625235404896422
139;Schönborn;133;29;21.804511278195488
139;Sommersdorf;141;62;43.97163120567376
139;Sonthofen, St;13513;2287;16.924443128838895
139;Starnberg, St;14360;1683;11.720055710306406
139;Süderdorf;192;30;15.625
139;Taufkirchen (Vils);6224;1348;21.65809768637532
139;Vogelsang-Warsin;214;115;53.73831775700935
139;Winden;276;51;18.47826086956522
139;Zorneding;6124;607;9.911822338340954
140;Balzheim;1286;366;28.460342146189735
140;Deutschneudorf;460;282;61.30434782608695
140;Etzelwang;953;160;16.7890870933893
140;Finsterwalde, Stadt;9441;3199;33.884122444656285
140;Flöha, Stadt;6585;2768;42.03492786636295
140;Frankenthal;532;284;53.38345864661654
140;Frohburg, Stadt;8356;3446;41.23982766874102
140;Gesees;949;165;17.38672286617492
140;Gohrisch;1258;705;56.04133545310016
140;Großschönau;2580;1491;57.7906976744186
140;Haldenwang;1345;394;29.29368029739777
140;Hallstadt, St;5602;1407;25.11602998928954
140;Harsleben / Harschlewe;1487;663;44.58641560188298
140;Heidenheim, M;1503;337;22.421823020625414
140;Hollenbach;1703;335;19.67116852613036
140;Holzheim;2506;611;24.38148443735036
140;Igensdorf, M;3577;676;18.898518311434163
140;Irlbach;765;144;18.823529411764707
140;Jengen;1788;310;17.337807606263983
140;Jesewitz;2142;882;41.1764705882353
140;Karlskron;3381;803;23.750369713102632
140;Langenbernsdorf;2508;975;38.8755980861244
140;Lauterhofen, M;2446;469;19.174161896974653
140;Mainaschaff;5239;1263;24.107654132468028
140;Marzling;2152;312;14.49814126394052
140;Meißen, Stadt;16273;7303;44.878018804154124
140;Möckern, Stadt;8204;3447;42.01608971233544
140;Mömlingen;3181;668;20.9996856334486
140;Neuhaus a.d.Pegnitz, M;1833;375;20.458265139116204
140;Neustadt am Kulm, St;822;196;23.844282238442823
140;Oberschweinbach;1093;179;16.37694419030192
140;Oerlenbach;3372;0;0.0
140;Oesterwurth;128;32;25.0
140;Offenberg;2362;540;22.861981371718883
140;Peiting, M;7455;1290;17.303822937625753
140;Putzbrunn;3883;458;11.795003862992532
140;Reichersbeuern;1575;260;16.50793650793651
140;Reichertsheim;1174;198;16.86541737649063
140;Reut;1193;249;20.871751886001675
140;Ringelai;1279;335;26.19233776387803
140;Ruhpolding;4255;633;14.876615746180963
140;Schacht-Audorf;2360;489;20.720338983050848
140;Schwall;110;27;24.545454545454547
140;Schwifting;688;112;16.27906976744186
140;Sponholz;418;215;51.43540669856459
140;Sulzberg, M;3666;511;13.938897981451174
140;Tramm;431;212;49.187935034802784
140;Tümlauer Koog;54;13;24.074074074074073
140;Vierherrenborn;70;15;21.428571428571427
140;Völschow;265;167;63.0188679245283
140;Winterwerb;75;5;6.666666666666667
141;Bad Königshofen i.Grabfeld, St;3740;0;0.0
141;Blaustein, Stadt;9637;1513;15.699906609940854
141;Ehingen;1364;311;22.80058651026393
141;Fischach, M;3139;731;23.28767123287671
141;Glashütten;955;180;18.848167539267017
141;Greußenheim;1162;171;14.716006884681583
141;Hohenthann;2860;524;18.321678321678323
141;Höttingen;808;116;14.356435643564357
141;Inchenhofen, M;1760;427;24.261363636363637
141;Kaltental, M;1226;225;18.35236541598695
141;Kirchroth;2787;686;24.61428058844636
141;Kitzingen, GKSt;11639;2447;21.024142967608903
141;Köditz;1745;418;23.954154727793696
141;Langquaid, M;3610;788;21.82825484764543
141;Lautertal;3245;645;19.87673343605547
141;Marloffstein;1141;130;11.393514460999123
141;Maxhütte-Haidhof, St;7783;2219;28.51085699601696
141;Mespelbrunn;1399;371;26.51894210150107
141;Mitterteich, St;4246;1063;25.035327366933586
141;Mönchberg, M;1783;348;19.5176668536175
141;Neukirchen b.Sulzbach-Rosenberg;1718;277;16.123399301513388
141;Neunkirchen a.Sand;3011;519;17.236798405845235
141;Oberroth;639;190;29.7339593114241
141;Osterhofen, St;7619;2008;26.3551647197795
141;Penzberg, St;10267;1364;13.285282945358917
141;Pocking, St;9089;2813;30.949499394872923
141;Pürgen;2522;412;16.33624107850912
141;Rimbach;663;133;20.060331825037707
141;Röhrmoos;3889;558;14.34816148110054
141;Röhrnbach, M;2846;826;29.023190442726634
141;Röttenbach;2124;438;20.62146892655367
141;Sachsenkam;925;188;20.324324324324323
141;Sauerlach;5168;689;13.33204334365325
141;Schierensee;194;26;13.402061855670103
141;Schleching;1258;201;15.977742448330684
141;Schwarzen;60;17;28.333333333333332
141;Staven;208;93;44.71153846153846
141;Süderheistedt;254;47;18.503937007874015
141;Tutzing;6273;684;10.9038737446198
141;Uelitz;281;123;43.77224199288256
141;Uelvesbüll;159;28;17.61006289308176
141;Wackerow;742;299;40.296495956873315
141;Waldrach;540;82;15.185185185185185
141;Willstätt;5816;1576;27.097661623108667
141;Zimmerschied;41;8;19.51219512195122
142;Bad Neualbenreuth, M;942;183;19.426751592356688
142;Güntersleben;3063;448;14.626183480248123
142;Heiligenstadt i.OFr., M;2520;582;23.095238095238095
142;Himmelstadt;1129;143;12.66607617360496
142;Kissing;7368;1429;19.394679695982628
142;Kleinlangheim, M;1117;246;22.023276633840645
142;Konradsreuth;2181;505;23.154516276937184
142;Maasholm;297;38;12.794612794612794
142;Mauern;1976;388;19.635627530364374
142;Mellrichstadt, St;3576;0;0.0
142;Michelsneukirchen;1216;273;22.450657894736842
142;Möhrendorf;3394;304;8.956982911019447
142;Neudrossenfeld;2723;428;15.717958134410576
142;Olching, St;16403;2088;12.72937877217582
142;Osterberg;656;168;25.609756097560975
142;Polling;2481;305;12.293430068520758
142;Ramsthal;749;0;0.0
142;Rohr;2632;491;18.65501519756839
142;Roßbach;1988;513;25.80482897384306
142;Ruhmannsfelden, M;1276;413;32.36677115987461
142;Saldenburg;1373;387;28.186453022578295
142;Schechen;3450;717;20.782608695652176
142;Schinkel;573;54;9.424083769633508
142;Schlehdorf;869;122;14.039125431530495
142;Schnaitsee;2522;473;18.754956383822364
142;Schäftlarn;3801;380;9.997369113391214
142;Stavenhagen, Reuterstadt, Stadt;2181;1026;47.04264099037139
142;Thaining;717;132;18.410041841004183
142;Uphusum;195;37;18.974358974358974
142;Vellahn;1340;560;41.791044776119406
142;Waldweiler;283;67;23.674911660777386
142;Walpertskirchen;1434;232;16.178521617852162
142;Weitenhagen;1215;453;37.28395061728395
142;Wiesenaue;427;192;44.96487119437939
143;Goldkronach, St;2496;470;18.830128205128204
143;Hagelstadt;1359;337;24.797645327446652
143;Hausen b.Würzburg;1803;269;14.919578480310593
143;Ichenhausen, St;4781;1257;26.291570801087637
143;Kirchehrenbach;1553;254;16.355441081777204
143;Konzell;1237;302;24.413904607922394
143;Langenmosen;1111;236;21.242124212421242
143;Laugna;1065;283;26.572769953051644
143;Lenting;2859;573;20.041972717733472
143;Lupburg, M;1667;279;16.736652669466107
143;Marktbergel, M;1066;208;19.51219512195122
143;Marktgraitz, M;745;170;22.818791946308725
143;Medelby;512;84;16.40625
143;Miltach;1606;431;26.836861768368617
143;Moosburg a.d.Isar, St;10817;1738;16.06730146990848
143;Mömbris, M;8053;1470;18.254066807400967
143;Mühlhausen, M;1259;327;25.972994440031773
143;Neuenmarkt;1997;401;20.080120180270406
143;Neunkirchen;1045;143;13.68421052631579
143;Neusorg;1326;319;24.057315233785822
143;Otzing;1282;410;31.981279251170047
143;Pfaffenhofen a.d.Ilm, St;16288;2589;15.895137524557956
143;Pfaffenhofen a.d.Roth, M;4809;1013;21.064670409648574
143;Prem;634;128;20.189274447949526
143;Rannungen;839;0;0.0
143;Roth, St;15452;2982;19.298472689619466
143;Rotthalmünster, M;3010;726;24.119601328903656
143;Sankt Oswald-Riedlhütte;2043;547;26.77435144395497
143;Schmalstede;127;29;22.834645669291337
143;Schwabhausen;4168;689;16.530710172744723
143;Schönberg;730;163;22.328767123287673
143;Seeon-Seebruck;3231;386;11.946765707211389
143;Stuer;141;61;43.262411347517734
143;Teisnach, M;1795;597;33.259052924791085
143;Unterdießen;1004;154;15.338645418326694
143;Utersum;185;16;8.64864864864865
143;Vielank;546;255;46.7032967032967
143;Waltenhofen;6550;987;15.068702290076336
143;Wartenberg, M;3278;658;20.0732153752288
143;Wasserliesch;667;122;18.290854572713645
143;Wilhelmsburg;420;296;70.47619047619048
144;Bad Grönenbach, M;3688;689;18.682212581344903
144;Fürstenwalde/Spree, Stadt;17957;7026;39.126802918082085
144;Helmstadt, M;1817;284;15.630159603742433
144;Hohen Neuendorf, Stadt;18768;4340;23.124467178175617
144;Jettingen-Scheppach, M;4208;1063;25.261406844106464
144;Kleinsendelbach;1070;169;15.794392523364486
144;Kraftisried;620;124;20.0
144;Kühbach, M;2894;678;23.42778161713891
144;Laberweinting;2359;426;18.058499364137347
144;Lauingen (Donau), St;5885;1369;23.2625318606627
144;Mainbernheim, St;1532;272;17.754569190600524
144;Markt Bibart, M;1261;312;24.742268041237114
144;Marktzeuln, M;1069;242;22.63797942001871
144;Meeder;2641;443;16.773949261643317
144;Meyn;417;71;17.026378896882495
144;Nabburg, St;4253;931;21.890430284505054
144;Nandlstadt, M;3290;697;21.185410334346503
144;Neukirchen b.Hl.Blut, M;2494;884;35.44506816359262
144;Niedernberg;3386;580;17.129356172474896
144;Parkstein, M;1623;253;15.58841651263093
144;Poppenricht;2398;512;21.3511259382819
144;Pörnbach;1454;285;19.601100412654745
144;Raisting;1660;212;12.771084337349398
144;Ruderting;2232;434;19.444444444444443
144;Schwindegg;2159;443;20.51875868457619
144;Schönau;1299;255;19.630484988452658
144;Schönbek;124;23;18.548387096774192
144;Simmern/ Hunsrück, Stadt;2470;974;39.4331983805668
144;Straßlach-Dingharting;2131;255;11.966213045518536
144;Torgelow am See;252;117;46.42857142857143
144;Utting am Ammersee;3211;255;7.941451261289318
144;Viechtach, St;4991;1465;29.352835103185733
144;Viöl;1199;166;13.84487072560467
144;Wawern;220;57;25.90909090909091
144;Weitnau, M;3549;711;20.03381234150465
144;Weßling;3672;342;9.313725490196079
144;Wolgast, Stadt;5063;2741;54.137862927118306
144;Wörth;2963;422;14.242321970975363
145;Feuchtwangen, St;7537;1747;23.178983680509486
145;Gablingen;3116;571;18.324775353016687
145;Gülitz-Reetz;266;109;40.97744360902256
145;Harzgerode, Stadt;4846;2025;41.78704085843995
145;Hirschaid, M;8409;1947;23.153763824473778
145;Höslwang;865;167;19.30635838150289
145;Jessen (Elster), Stadt;8825;3464;39.25212464589235
145;Kammeltal;2247;647;28.793947485536272
145;Kronach, St;10721;2198;20.501818860180954
145;Kröning;1449;261;18.012422360248447
145;Kunreuth;999;186;18.61861861861862
145;Lamerdingen;1510;283;18.741721854304636
145;Leupoldsgrün;885;200;22.598870056497177
145;Markt Erlbach, M;3812;741;19.438614900314796
145;Merching;2169;407;18.76440756108806
145;Michelau i.OFr.;4027;964;23.93841569406506
145;Munkbrarup;586;62;10.580204778156997
145;Möser;5953;1956;32.85738283218545
145;Neufahrn b.Freising;10205;1474;14.44390004899559
145;Obernburg a.Main, St;5386;1011;18.770887486075008
145;Offenhausen;1123;160;14.247551202137133
145;Pechbrunn;908;191;21.035242290748897
145;Puchheim, St;11566;1382;11.948815493688397
145;Riedenberg;673;0;0.0
145;Rottenbuch;1229;208;16.92432872253865
145;Ruhstorf a.d.Rott, M;4534;1135;25.033083370092633
145;Röslau;1329;329;24.755455229495862
145;Schöfweg;916;251;27.40174672489083
145;Schönhorst;162;37;22.839506172839506
145;Siegsdorf;5359;788;14.704235864900168
145;Simbach a.Inn, St;5369;1144;21.307506053268764
145;Sohren;1188;531;44.696969696969695
145;Taufkirchen;10534;1311;12.445414847161572
145;Trollenhagen;496;235;47.37903225806452
145;Vollerwiek;100;14;14.0
145;Wackersberg;2427;433;17.84095591264936
145;Warlitz;233;107;45.92274678111588
145;Weil;2770;477;17.220216606498195
145;Wertach, M;1861;356;19.129500268672757
145;Wolfach, Stadt;3603;583;16.18096031085207
145;Wrangelsburg;118;91;77.11864406779661
145;Wörthsee;3533;301;8.51967166713841
146;Flachslanden, M;1733;437;25.216387766878245
146;Forheim;399;64;16.040100250626566
146;Haag;684;105;15.350877192982455
146;Hettstadt;2602;358;13.758647194465796
146;Karbach, M;977;180;18.42374616171955
146;Kumhausen;3628;617;17.006615214994486
146;Küps, M;5075;1225;24.137931034482758
146;Langensendelbach;2262;303;13.39522546419098
146;Leiblfing;2840;703;24.753521126760564
146;Lichtenberg, St;695;173;24.892086330935253
146;Lutzingen;695;96;13.81294964028777
146;Mainstockheim;1241;248;19.983883964544724
146;Markt Nordheim, M;811;156;19.235511713933416
146;Mering, M;9461;1530;16.171652045238346
146;Mühlhausen;3203;735;22.947236965344988
146;Neubiberg;8900;905;10.168539325842696
146;Neukirchen-Balbini, M;759;165;21.73913043478261
146;Neuschönau;1487;499;33.55749831876261
146;Niederlauer;1025;0;0.0
146;Ottensoos;1457;185;12.69732326698696
146;Pemfling;1615;430;26.625386996904023
146;Pirk;1281;258;20.140515222482435
146;Plattling, St;6714;2095;31.20345546619005
146;Plößberg, M;2214;386;17.434507678410117
146;Reichertshausen;3268;616;18.849449204406366
146;Rieden, M;1839;528;28.71125611745514
146;Salzweg;4379;942;21.511760675953415
146;Schülldorf;374;57;15.240641711229946
146;Sohrschied;51;10;19.607843137254903
146;Staudach-Egerndach;790;118;14.936708860759493
146;Sulzemoos;1889;343;18.157755426151404
146;Tützpatz;278;139;50.0
146;Vollstedt;114;22;19.29824561403509
146;Warlow;247;108;43.7246963562753
146;Wellen;162;30;18.51851851851852
146;Wiggensbach, M;3506;596;16.999429549343983
146;Windach;2642;303;11.468584405753218
146;Wusterhusen;549;300;54.6448087431694
146;Zachenberg;1382;457;33.06801736613603
146;Zell am Harmersbach, Stadt;5037;1116;22.156045265038713
147;Fremdingen;1447;249;17.208016586040085
147;Gersthofen, St;12683;2798;22.061026571000554
147;Haßfurt, St;8378;0;0.0
147;Hilgertshausen-Tandern;2276;441;19.37609841827768
147;Höchberg, M;6577;650;9.882925345902388
147;Lechbruck am See;1858;386;20.77502691065662
147;Leutenbach;1210;237;19.58677685950413
147;Loitzendorf;446;138;30.94170403587444
147;Mainburg, St;8010;1863;23.258426966292134
147;Markt Taschendorf, M;678;140;20.64896755162242
147;Marktbreit, St;2384;416;17.449664429530202
147;Mindelstetten;1236;266;21.521035598705502
147;Mödingen;911;228;25.027442371020857
147;Neumarkt i.d.OPf., GKSt;24843;4774;19.216680755142292
147;Neunburg vorm Wald, St;4931;1181;23.950517136483473
147;Nieby;80;11;13.75
147;Nordheim v.d.Rhön;728;0;0.0
147;Oberreichenbach;869;186;21.403912543153048
147;Pleystein, St;1663;428;25.736620565243534
147;Pommelsbrunn;3502;689;19.67447173043975
147;Pösing;686;150;21.865889212827987
147;Reichertshofen, M;5104;1299;25.45062695924765
147;Schirnding, M;641;153;23.868954758190327
147;Schönberg, M;2574;597;23.193473193473192
147;Schöngeising;1350;141;10.444444444444445
147;Schülp b. Nortorf;428;77;17.990654205607477
147;Spalt, St;3543;671;18.938752469658482
147;Spesenroth;85;12;14.117647058823529
147;Stubenberg;937;200;21.34471718249733
147;Unterföhring;6217;759;12.208460672350007
147;Unterreit;1218;280;22.988505747126435
147;Userin;384;122;31.770833333333332
147;Warsow;340;154;45.294117647058826
147;Wildpoldsried;1794;277;15.440356744704571
147;Wolfratshausen, St;11386;1611;14.148954856841735
147;Zemitz;386;227;58.80829015544042
148;Fünfstetten;929;207;22.282023681377826
148;Gessertshausen;2926;544;18.591934381408066
148;Hemau, St;5854;1443;24.6498120942945
148;Karlstadt, St;9645;1157;11.99585277345775
148;Ketzin/Havel, Stadt;4472;1513;33.83273703041145
148;Kiefersfelden;4054;770;18.993586581154414
148;Kötz;2144;558;26.026119402985074
148;Langenaltheim;1428;325;22.759103641456583
148;Mallersdorf-Pfaffenberg, M;4122;968;23.483745754488112
148;Markt Einersheim, M;789;191;24.20785804816223
148;Mörnsheim, M;988;265;26.821862348178136
148;Niedermurach;881;198;22.474460839954595
148;Niesgrau;254;36;14.173228346456693
148;Presseck, M;1180;261;22.11864406779661
148;Pullenreuth;1173;309;26.342710997442456
148;Rothenbuch;1194;219;18.34170854271357
148;Schaufling;1026;282;27.485380116959064
148;Schmidmühlen, M;1548;398;25.710594315245476
148;Schongau, St;6775;1234;18.214022140221402
148;Schülp b. Rendsburg;637;62;9.733124018838305
148;Sonnen;1016;311;30.61023622047244
148;Steinbach;66;14;21.21212121212121
148;Surberg;2243;312;13.909942041908158
148;Tann, M;2511;548;21.823974512146556
148;Thalmässing, M;3640;729;20.02747252747253
148;Trabitz;906;187;20.6401766004415
148;Unterhaching;14746;1755;11.901532619015326
148;Utzedel;184;100;54.34782608695652
148;Waldkraiburg, St;11544;3675;31.834719334719335
148;Weitendorf;174;78;44.827586206896555
148;Welt (einschl. Grothusenkoog);108;11;10.185185185185185
148;Wiltingen;459;81;17.647058823529413
148;Zempin, Seebad;462;227;49.134199134199136
148;Zwiesel, St;5386;1422;26.401782398811733
149;Genderkingen;801;173;21.5980024968789
149;Graben;2644;637;24.092284417549166
149;Gumtow;2214;913;41.23757904245709
149;Hawangen;862;157;18.213457076566126
149;Hofheim i.UFr., St;3259;0;0.0
149;Holzkirchen;724;105;14.502762430939226
149;Karsbach;1245;253;20.32128514056225
149;Lengenwang;1037;215;20.73288331726133
149;Lunow-Stolzenhagen;641;292;45.55382215288611
149;Mariaposching;931;263;28.24919441460795
149;Markt Berolzheim, M;920;120;13.043478260869565
149;Marktsteft, St;1251;289;23.101518784972022
149;Nassenfels, M;1562;345;22.08706786171575
149;Neuburg a.d.Donau, GKSt;16255;3508;21.581051984004922
149;Nittenau, St;5497;1563;28.433691104238676
149;Nordhackstedt;266;37;13.909774436090226
149;Oberelsbach, M;1815;0;0.0
149;Obergriesbach;1451;271;18.676774638180564
149;Pressath, St;2796;620;22.17453505007153
149;Reichenbach;704;207;29.40340909090909
149;Reuth b.Erbendorf;764;173;22.643979057591622
149;Roggenburg;1936;466;24.070247933884296
149;Rohrbach;3780;805;21.296296296296298
149;Röttenbach;3235;526;16.259659969088098
149;Schondra, M;1168;0;0.0
149;Schwabbruck;656;105;16.00609756097561
149;Schöllnach, M;3135;1019;32.503987240829346
149;Spiegelau;2457;655;26.658526658526657
149;Tacherting;3665;783;21.36425648021828
149;Tettenweis;1220;294;24.098360655737704
149;Thörlingen;55;7;12.727272727272727
149;Triftern, M;3543;747;21.083827265029637
149;Türkenfeld;2536;272;10.725552050473187
149;Unterschleißheim, St;15407;2128;13.811903680145388
149;Wenningstedt-Braderup (Sylt);498;70;14.056224899598394
149;Wincheringen;457;66;14.442013129102845
149;Zerrenthin;251;137;54.581673306772906
150;Drebach;3376;1546;45.79383886255924
150;Finningen;1294;275;21.25193199381762
150;Frankenberg/Sa., Stadt, Garnisonsstadt;8468;3955;46.70524326877657
150;Geithain, Stadt;4326;1664;38.46509477577439
150;Gleina;768;298;38.802083333333336
150;Großschweidnitz;792;435;54.92424242424242
150;Göda / Hodźij;2039;1005;49.28886709171162
150;Hartmannsdorf-Reichenau;715;413;57.76223776223776
150;Heimertingen;1300;200;15.384615384615385
150;Heinersreuth;2690;446;16.57992565055762
150;Heinsdorfergrund;1400;579;41.357142857142854
150;Kabelsketal;5849;2514;42.98170627457685
150;Kemmern;1851;445;24.04105888708806
150;Kolbermoor, St;11296;2484;21.990084985835693
150;Kolitzheim;4088;810;19.814090019569473
150;Krostitz;2954;1196;40.48747461069736
150;Krumbach (Schwaben), St;7523;1645;21.866276751296027
150;Langenweißbach;1652;745;45.09685230024213
150;Martinsheim;750;122;16.266666666666666
150;Meinheim;606;112;18.48184818481848
150;Moritzburg;5828;2352;40.35689773507207
150;Münchsteinach;1018;241;23.673870333988212
150;Oberdolling;936;197;21.04700854700855
150;Oberhausen;2148;474;22.067039106145252
150;Paunzhausen;1067;208;19.49390815370197
150;Püchersreuth;1225;233;19.020408163265305
150;Reichenschwand;1621;272;16.77976557680444
150;Rettenbach;1264;349;27.610759493670887
150;Sailauf;2532;468;18.48341232227488
150;Schnaittenbach, St;2824;617;21.848441926345608
150;Schwanau;4483;1090;24.31407539594022
150;Schwedeneck;1420;180;12.67605633802817
150;Schönwald, St;2049;440;21.473889702293803
150;Taching a.See;1420;201;14.154929577464788
150;Thurmansbang;1704;467;27.406103286384976
150;Thyrnau;2846;464;16.303583977512297
150;Tiefenbach;302;70;23.178807947019866
150;Verchen;232;107;46.12068965517241
150;Vierkirchen;2969;482;16.23442236443247
150;Wernberg-Köblitz, M;3726;801;21.497584541062803
150;Westerhever;48;10;20.833333333333332
150;Ziethen;256;145;56.640625
151;Großaitingen;3575;707;19.776223776223777
151;Holzgünz;911;245;26.893523600439078
151;Kreuzwertheim, M;2572;495;19.245723172628306
151;Königsfeld;956;225;23.535564853556487
